state,date,population,gdp,peak_demand_mw,peak_production_mw,solar_production_mw,coal_production_mw,wind_production_mw,nuclear_production_mw,total_production_mw
Odisha,30-11-2017,47071697.72,6.56,20981.93521,21864.83567,5156.024521,9511.512975,0.0,0.0,14667.5375
Odisha,31-12-2017,47116859.56,6.58,35608.94509,38648.29054,8830.407766,14358.39185,0.0,0.0,23188.79962
Odisha,31-01-2018,47174379.66,6.6,31207.70087,30499.32749,6091.095257,17967.50339,0.0,0.0,24058.59865
Odisha,28-02-2018,47241672.63,6.62,27425.92477,25065.37543,2872.753698,14679.74717,0.0,0.0,17552.50087
Odisha,31-03-2018,47348302.71,6.64,21017.94113,19727.56794,1310.897458,9286.37929,0.0,0.0,10597.27675
Odisha,30-04-2018,47449517.88,6.65,23512.59955,22708.65391,5542.182245,10426.23278,0.0,0.0,15968.41502
Odisha,31-05-2018,47530847.13,6.68,27731.62176,27308.41657,5077.815151,11343.31608,0.0,0.0,16421.13123
Odisha,30-06-2018,47637056.76,6.7,32502.16886,34085.86292,3140.087262,18366.77028,0.0,0.0,21506.85755
Odisha,31-07-2018,47736654.28,6.72,29480.64835,27345.66901,4791.136255,17495.83034,0.0,0.0,22286.96659
Odisha,31-08-2018,47822167.1,6.74,21268.8598,20096.57017,1674.701937,9025.30967,0.0,0.0,10700.01161
Odisha,30-09-2018,47907078.94,6.76,31001.25308,31513.94669,2269.428838,13914.41062,0.0,0.0,16183.83945
Odisha,31-10-2018,47992378.53,6.79,22481.39013,21367.31803,4797.586057,13470.37626,0.0,0.0,18267.96232
Odisha,30-11-2018,48043425.55,6.8,20789.07454,21979.43253,4891.081854,10163.41383,0.0,0.0,15054.49568
Odisha,31-12-2018,48101299.83,6.82,29324.24304,27697.70631,2372.280926,13943.03705,0.0,0.0,16315.31798
Odisha,31-01-2019,48216328.72,6.85,36919.46267,35209.61602,6043.018702,21807.87682,0.0,0.0,27850.89552
Odisha,28-02-2019,48319133.26,6.87,33436.57192,33674.86226,7456.380221,17059.86357,0.0,0.0,24516.2438
Odisha,31-03-2019,48368778.47,6.88,31035.2017,31259.00547,1838.212271,16089.93888,0.0,0.0,17928.15115
Odisha,30-04-2019,48420450.76,6.91,26205.06638,23700.65463,2012.903864,11335.49201,0.0,0.0,13348.39587
Odisha,31-05-2019,48511885.05,6.93,22601.29998,21770.1044,1521.503396,10191.41777,0.0,0.0,11712.92117
Odisha,30-06-2019,48585581.93,6.95,26004.33579,25484.13755,6403.135087,13608.80015,0.0,0.0,20011.93524
Odisha,31-07-2019,48676341.75,6.97,32978.28931,32418.41303,1676.508734,17619.55144,0.0,0.0,19296.06017
Odisha,31-08-2019,48719824.02,6.99,36085.68524,35843.52379,6491.146298,16848.55613,0.0,0.0,23339.70243
Odisha,30-09-2019,48807797.94,7.01,34037.3286,37093.12458,6369.653188,14227.94041,0.0,0.0,20597.5936
Odisha,31-10-2019,48920272.99,7.03,35588.25733,37780.47593,3776.232565,15263.02539,0.0,0.0,19039.25796
Odisha,30-11-2019,49028606.5,7.05,37631.96812,40543.18945,3468.10974,21747.64358,0.0,0.0,25215.75332
Odisha,31-12-2019,49073749.62,7.07,30917.16489,30612.93953,1990.923934,18116.06963,0.0,0.0,20106.99356
Odisha,31-01-2020,49155425.81,7.1,28164.42187,29178.36683,5597.157312,12007.74308,0.0,0.0,17604.90039
Odisha,29-02-2020,49260866.01,7.11,34042.12406,37154.6744,4518.035769,15863.58432,0.0,0.0,20381.62009
Odisha,31-03-2020,49348306.74,7.14,37769.38677,37515.63762,4406.852862,17576.07619,0.0,0.0,21982.92905
Odisha,30-04-2020,49407071.74,7.15,35757.51593,36548.40182,3145.518666,19724.81068,0.0,0.0,22870.32935
Odisha,31-05-2020,49480950.75,7.17,27046.51717,28823.91985,5277.101752,12368.99385,0.0,0.0,17646.0956
Odisha,30-06-2020,49580224.16,7.18,37874.91018,41648.1466,2221.17314,20650.87437,0.0,0.0,22872.04751
Odisha,31-07-2020,49664364.37,7.21,33701.02937,32204.52246,2593.024947,13846.6913,0.0,0.0,16439.71625
Odisha,31-08-2020,49751235.28,7.23,28715.12739,28898.61426,5513.476995,15555.67096,0.0,0.0,21069.14796
Odisha,30-09-2020,49868416.23,7.25,29431.55022,29142.63872,1907.071913,15603.39209,0.0,0.0,17510.46401
Odisha,31-10-2020,49943297.55,7.28,40118.48106,44075.79887,3387.015112,18235.16682,0.0,0.0,21622.18193
Odisha,30-11-2020,50056197.77,7.3,36111.28658,34793.75833,3423.686808,18153.43779,0.0,0.0,21577.1246
Odisha,31-12-2020,50106162.15,7.31,34215.17327,33161.92047,8406.803615,19454.81883,0.0,0.0,27861.62245
Odisha,31-01-2021,50172125.76,7.34,40500.47718,44171.77332,7145.045108,19718.39367,0.0,0.0,26863.43878
Odisha,28-02-2021,50248755.96,7.36,30442.94775,31095.67359,6786.591921,16305.11282,0.0,0.0,23091.70474
Odisha,31-03-2021,50310796.97,7.39,41038.82386,36962.64103,4390.145345,18087.52348,0.0,0.0,22477.66883
Odisha,30-04-2021,50379163.91,7.41,22544.86101,21607.82908,4327.692503,10476.26083,0.0,0.0,14803.95333
Odisha,31-05-2021,50444955.6,7.44,27683.76209,27089.76039,3711.978214,16472.49975,0.0,0.0,20184.47797
Odisha,30-06-2021,50547050.49,7.47,41770.75769,44059.97003,6007.492192,20946.68993,0.0,0.0,26954.18212
Odisha,31-07-2021,50643960.63,7.5,34988.50966,35920.16686,4222.893479,14847.3314,0.0,0.0,19070.22488
Odisha,31-08-2021,50745431.98,7.52,22972.27888,24347.50766,3435.33021,12984.14688,0.0,0.0,16419.47709
Odisha,30-09-2021,50816862.46,7.54,35384.69147,34378.29935,7581.927079,17006.3268,0.0,0.0,24588.25388
Odisha,31-10-2021,50939088.46,7.57,31904.01934,34608.01523,3665.01299,16914.21915,0.0,0.0,20579.23214
Odisha,30-11-2021,51055761.04,7.6,33227.85689,30428.71755,8163.223617,19379.74218,0.0,0.0,27542.9658
Odisha,31-12-2021,51167403.01,7.62,33638.11512,31201.15406,4525.175999,18443.55286,0.0,0.0,22968.72886
Odisha,31-01-2022,51269068.11,7.65,43665.41039,44537.1912,6661.464015,22927.53302,0.0,0.0,29588.99703
Odisha,28-02-2022,51328592.09,7.68,32242.51012,32805.67491,5151.226365,16561.91413,0.0,0.0,21713.1405
Odisha,31-03-2022,51383782.74,7.69,28007.36125,30001.27995,4510.2228,11335.7281,0.0,0.0,15845.9509
Odisha,30-04-2022,51426685.53,7.71,42096.25463,44108.92732,6043.993552,24690.4023,0.0,0.0,30734.39585
Odisha,31-05-2022,51471542.47,7.73,34455.29108,36032.23202,5935.667649,16017.62636,0.0,0.0,21953.29401
Odisha,30-06-2022,51537334.89,7.76,35673.62614,36932.91461,3221.788159,17013.19596,0.0,0.0,20234.98412
Odisha,31-07-2022,51656084.31,7.78,30747.62644,33758.22052,7584.610723,12692.3614,0.0,0.0,20276.97212
Odisha,31-08-2022,51758435.92,7.8,37935.77253,38019.25423,4380.507347,18505.88908,0.0,0.0,22886.39643
Odisha,30-09-2022,51828864.65,7.82,45978.29306,46032.67309,2503.077202,23713.13439,0.0,0.0,26216.21159
Odisha,31-10-2022,51940637.14,7.84,24786.18067,24026.84434,2551.828877,14777.5051,0.0,0.0,17329.33398
Odisha,30-11-2022,52057552.5,7.86,38571.54342,40632.5004,4074.600723,18969.41613,0.0,0.0,23044.01685
Odisha,31-12-2022,52152904.76,7.89,48331.42224,50735.68903,8924.826129,23171.31499,0.0,0.0,32096.14112
Odisha,31-01-2023,52250463.43,7.92,31516.5931,34334.4438,6198.058489,17430.81537,0.0,0.0,23628.87386
Odisha,28-02-2023,52374516.66,7.95,46038.63628,43690.96946,10830.35363,22325.85532,0.0,0.0,33156.20896
Odisha,31-03-2023,52461991.47,7.97,32681.63054,35245.09301,5249.469935,19272.58798,0.0,0.0,24522.05791
Odisha,30-04-2023,52575674.0,7.99,34778.54813,32481.2539,5919.775399,15840.64845,0.0,0.0,21760.42384
Odisha,31-05-2023,52664674.95,8.03,49372.85585,49741.00592,4111.115706,29557.11032,0.0,0.0,33668.22603
Odisha,30-06-2023,52787784.92,8.05,39915.36637,38374.02397,7746.08762,22787.62462,0.0,0.0,30533.71224
Odisha,31-07-2023,52887196.4,8.08,35606.19167,34848.9737,2419.811103,21187.90674,0.0,0.0,23607.71784
Odisha,31-08-2023,53017587.62,8.1,41185.40744,41397.31133,5490.561385,19938.5164,0.0,0.0,25429.07779
Odisha,30-09-2023,53149189.56,8.12,46259.49357,48919.73768,3444.530512,18549.58591,0.0,0.0,21994.11642
Odisha,31-10-2023,53218820.5,8.15,46303.87132,46741.92011,8471.048416,24902.60741,0.0,0.0,33373.65582
Odisha,30-11-2023,53316048.47,8.17,34506.00261,36607.72373,8282.050491,14989.24834,0.0,0.0,23271.29883
Odisha,31-12-2023,53362007.41,8.2,32371.98925,31074.26313,4005.936426,15773.01603,0.0,0.0,19778.95246
Odisha,31-01-2024,53435701.3,8.22,39405.52089,40764.48937,3689.585584,20503.08441,0.0,0.0,24192.66999
Odisha,29-02-2024,53495280.72,8.25,42797.06936,41296.72355,7565.009744,21624.38524,0.0,0.0,29189.39498
Odisha,31-03-2024,53591326.86,8.27,35384.04944,37450.14946,8561.856261,18079.48491,0.0,0.0,26641.34117
Odisha,30-04-2024,53654815.46,8.3,29332.86698,31588.95042,2546.626863,13606.53794,0.0,0.0,16153.1648
Odisha,31-05-2024,53702710.95,8.32,34961.89146,31656.85682,5006.996418,18800.96961,0.0,0.0,23807.96603
Odisha,30-06-2024,53767135.64,8.36,35332.69474,37364.00514,6617.901565,14333.01001,0.0,0.0,20950.91158
Punjab,31-01-2012,27776477.54,6.44,18143.7649,18976.36065,2372.990593,8180.614336,0.0,0.0,10553.60493
Punjab,29-02-2012,27828731.92,6.46,17706.06318,17885.63382,1670.495222,10028.19669,0.0,0.0,11698.69191
Punjab,31-03-2012,27885964.58,6.48,21189.87996,19873.10285,3763.06152,10022.19128,0.0,0.0,13785.2528
Punjab,30-04-2012,27949436.74,6.51,16635.74537,17853.27921,1458.586853,9453.578629,0.0,0.0,10912.16548
Punjab,31-05-2012,28016726.8,6.53,14845.31741,15770.75981,961.1766046,7079.220926,0.0,0.0,8040.397531
Punjab,30-06-2012,28084534.32,6.55,11937.56797,11485.89036,2111.030887,6085.055623,0.0,0.0,8196.08651
Punjab,31-07-2012,28139080.7,6.57,18596.70181,19783.68163,1276.250898,8098.463155,0.0,0.0,9374.714053
Punjab,31-08-2012,28162682.13,6.59,14069.09872,13721.66072,810.1438068,6395.02989,0.0,0.0,7205.173697
Punjab,30-09-2012,28230055.58,6.61,16003.82732,15190.51508,3662.479634,9534.861984,0.0,0.0,13197.34162
Punjab,31-10-2012,28281213.66,6.62,21482.13198,20644.2803,2860.608036,8953.075239,0.0,0.0,11813.68327
Punjab,30-11-2012,28321416.27,6.65,16292.42292,16792.75363,2217.417025,9081.191559,0.0,0.0,11298.60858
Punjab,31-12-2012,28367492.31,6.67,13412.71705,13126.43551,1931.138971,5817.723402,0.0,0.0,7748.862373
Punjab,31-01-2013,28438143.14,6.69,18281.83156,18634.07111,1949.29752,7397.386113,0.0,0.0,9346.683633
Punjab,28-02-2013,28480499.07,6.71,13367.64557,12518.84015,1824.248693,5772.641652,0.0,0.0,7596.890345
Punjab,31-03-2013,28550789.95,6.73,18826.18487,17277.8859,2024.142251,7567.330451,0.0,0.0,9591.472702
Punjab,30-04-2013,28605178.49,6.74,13846.86312,13353.26794,2035.773225,7147.912559,0.0,0.0,9183.685784
Punjab,31-05-2013,28664002.24,6.77,12632.57984,13725.42358,1541.021602,6288.785666,0.0,0.0,7829.807268
Punjab,30-06-2013,28713045.27,6.79,22328.02155,22367.38829,3915.345639,10517.90419,0.0,0.0,14433.24982
Punjab,31-07-2013,28784308.29,6.81,17752.74833,17400.03531,1531.985239,9347.163638,0.0,0.0,10879.14888
Punjab,31-08-2013,28852176.4,6.84,17439.21779,17708.83314,2346.875206,7814.37039,0.0,0.0,10161.2456
Punjab,30-09-2013,28889226.62,6.85,22837.65665,21663.2757,4280.395711,12871.44216,0.0,0.0,17151.83787
Punjab,31-10-2013,28930474.3,6.87,16965.39661,16323.12802,1615.865631,9324.870617,0.0,0.0,10940.73625
Punjab,30-11-2013,28955622.32,6.9,22090.4437,20142.43646,4047.777222,9927.829772,0.0,0.0,13975.60699
Punjab,31-12-2013,28982518.82,6.92,23279.1591,23137.66474,3644.914483,9541.84969,0.0,0.0,13186.76417
Punjab,31-01-2014,29011691.74,6.95,15265.13613,16665.73313,3332.869811,7624.4771,0.0,0.0,10957.34691
Punjab,28-02-2014,29061306.03,6.97,22624.19338,24589.55222,5160.832532,9983.26976,0.0,0.0,15144.10229
Punjab,31-03-2014,29107883.04,6.99,21139.61733,21339.13771,2113.234658,10861.83104,0.0,0.0,12975.0657
Punjab,30-04-2014,29153077.09,7.01,24187.39325,22733.58863,2980.783328,11811.76547,0.0,0.0,14792.5488
Punjab,31-05-2014,29219397.51,7.02,24259.98986,23774.07619,2719.836114,13073.70938,0.0,0.0,15793.54549
Punjab,30-06-2014,29280611.48,7.04,19246.66577,18850.56741,4310.720289,9153.525967,0.0,0.0,13464.24626
Punjab,31-07-2014,29344711.61,7.06,14509.3489,14390.61707,1078.308669,6450.619732,0.0,0.0,7528.928401
Punjab,31-08-2014,29380438.92,7.09,24200.92858,25270.82671,2741.126324,9814.989345,0.0,0.0,12556.11567
Punjab,30-09-2014,29428652.66,7.11,16671.87296,18189.0589,1648.244559,9080.34236,0.0,0.0,10728.58692
Punjab,31-10-2014,29480531.51,7.13,21627.82135,20588.48205,3348.114904,10582.5804,0.0,0.0,13930.6953
Punjab,30-11-2014,29526992.76,7.15,18946.63072,18959.2904,3912.585509,9583.481766,0.0,0.0,13496.06728
Punjab,31-12-2014,29563954.61,7.17,13850.44366,12567.01894,1526.670515,6271.872643,0.0,0.0,7798.543158
Punjab,31-01-2015,29607360.29,7.2,18021.87216,17243.88752,3571.868658,9825.080499,0.0,0.0,13396.94916
Punjab,28-02-2015,29636486.8,7.21,13288.42873,12599.96958,1778.791897,7834.391308,0.0,0.0,9613.183204
Punjab,31-03-2015,29663313.42,7.23,22940.16988,21217.09336,2684.712463,9615.247808,0.0,0.0,12299.96027
Punjab,30-04-2015,29727113.39,7.25,22100.81928,21610.88491,4882.510042,11615.42751,0.0,0.0,16497.93755
Punjab,31-05-2015,29755264.48,7.28,20458.53619,22378.0501,4698.466829,9006.213822,0.0,0.0,13704.68065
Punjab,30-06-2015,29811468.14,7.29,15483.79954,15324.07666,1346.356314,6687.974035,0.0,0.0,8034.330348
Punjab,31-07-2015,29883814.8,7.32,23174.4542,23838.55258,3311.141639,13821.61952,0.0,0.0,17132.76116
Punjab,31-08-2015,29909312.75,7.35,14930.8652,14112.74816,1386.77725,6247.109891,0.0,0.0,7633.887141
Punjab,30-09-2015,29955137.63,7.37,16496.62875,16812.52921,3416.299599,9150.381382,0.0,0.0,12566.68098
Punjab,31-10-2015,30005785.01,7.38,14968.20076,15110.22207,2657.199306,8133.132702,0.0,0.0,10790.33201
Punjab,30-11-2015,30065535.64,7.4,20545.32026,22467.0324,1589.925521,9562.924834,0.0,0.0,11152.85035
Punjab,31-12-2015,30111092.79,7.43,15802.13848,15944.08971,1338.767401,6928.074637,0.0,0.0,8266.842038
Punjab,31-01-2016,30138250.67,7.45,18525.95287,17180.98008,3906.740074,10323.85017,0.0,0.0,14230.59025
Punjab,29-02-2016,30187990.4,7.46,24213.45783,22903.99136,3747.436176,9730.483839,0.0,0.0,13477.92002
Punjab,31-03-2016,30263452.97,7.48,20084.41362,18542.96638,2019.287524,11833.12843,0.0,0.0,13852.41595
Punjab,30-04-2016,30328631.73,7.5,22261.50386,20828.00186,3173.145506,11040.7057,0.0,0.0,14213.85121
Punjab,31-05-2016,30384002.76,7.51,17158.21945,18018.35561,3392.978647,7487.945382,0.0,0.0,10880.92403
Punjab,30-06-2016,30455454.21,7.54,16517.34776,15230.02539,1999.848646,8877.059192,0.0,0.0,10876.90784
Punjab,31-07-2016,30512248.45,7.57,24355.23163,22423.65915,3870.939274,12222.11681,0.0,0.0,16093.05608
Punjab,31-08-2016,30582490.98,7.58,16395.51389,15043.49539,2053.65905,8932.152591,0.0,0.0,10985.81164
Punjab,30-09-2016,30653199.48,7.61,15429.03791,15455.84996,2025.447795,6978.570948,0.0,0.0,9004.018743
Punjab,31-10-2016,30700562.22,7.63,15446.57461,14908.20144,843.4136945,7119.427156,0.0,0.0,7962.84085
Punjab,30-11-2016,30748297.94,7.66,26489.12828,26029.42228,4448.492812,14488.63228,0.0,0.0,18937.12509
Punjab,31-12-2016,30775724.17,7.68,22794.17508,24975.10586,5227.983728,11085.1775,0.0,0.0,16313.16123
Punjab,31-01-2017,30817804.25,7.7,19542.45693,21387.70723,4264.500193,9053.584898,0.0,0.0,13318.08509
Punjab,28-02-2017,30856823.85,7.73,28521.20769,29619.0356,6901.60894,15818.67686,0.0,0.0,22720.2858
Punjab,31-03-2017,30914134.88,7.75,17325.82984,18580.77243,3051.482037,9181.724909,0.0,0.0,12233.20695
Punjab,30-04-2017,30957198.48,7.78,19415.82744,18736.97285,4817.513339,8976.609612,0.0,0.0,13794.12295
Punjab,31-05-2017,31032502.14,7.81,18784.87549,17404.19068,4160.686754,10477.86646,0.0,0.0,14638.55321
Punjab,30-06-2017,31095421.78,7.83,24601.26751,25970.14599,1282.24515,10531.92453,0.0,0.0,11814.16968
Punjab,31-07-2017,31138049.31,7.86,19544.62431,21422.10102,4642.879331,8811.953279,0.0,0.0,13454.83261
Punjab,31-08-2017,31207658.71,7.88,19734.02839,18176.81866,4684.61275,8369.677596,0.0,0.0,13054.29035
Punjab,30-09-2017,31241082.07,7.9,19558.20892,21296.17982,2683.322041,11711.61454,0.0,0.0,14394.93658
Punjab,31-10-2017,31268998.25,7.91,19344.09191,19309.93072,2268.766988,10148.19239,0.0,0.0,12416.95938
Punjab,30-11-2017,31305026.92,7.93,22354.72994,21876.45766,1989.768558,12955.22978,0.0,0.0,14944.99834
Punjab,31-12-2017,31348579.02,7.95,16820.85659,17299.45659,1368.980814,9224.24461,0.0,0.0,10593.22542
Punjab,31-01-2018,31422234.15,7.98,26398.92013,26255.13446,3466.684019,14100.7432,0.0,0.0,17567.42722
Punjab,28-02-2018,31471625.55,8.0,18342.54844,17954.9209,4190.174515,7612.4398,0.0,0.0,11802.61431
Punjab,31-03-2018,31529833.2,8.03,15856.82341,16267.91128,3456.072769,7469.497535,0.0,0.0,10925.5703
Punjab,30-04-2018,31593327.93,8.05,19208.36489,17393.0993,2705.839104,8322.822136,0.0,0.0,11028.66124
Punjab,31-05-2018,31637722.57,8.07,30390.4874,29331.49186,6501.878353,13712.50845,0.0,0.0,20214.3868
Punjab,30-06-2018,31704292.69,8.08,25422.44108,23996.60673,2349.14792,11932.28531,0.0,0.0,14281.43323
Punjab,31-07-2018,31778259.43,8.1,19598.53015,19877.23882,2696.41781,8877.435914,0.0,0.0,11573.85372
Punjab,31-08-2018,31838439.51,8.14,23371.24077,21275.75211,5039.44907,12491.47372,0.0,0.0,17530.92279
Punjab,30-09-2018,31882937.15,8.16,25477.6464,25944.80055,5576.116414,10803.78092,0.0,0.0,16379.89734
Punjab,31-10-2018,31914811.79,8.18,20670.78137,19087.34143,4434.898179,10163.96689,0.0,0.0,14598.86507
Punjab,30-11-2018,31951586.64,8.19,28183.35219,29495.22826,4459.407797,14825.76787,0.0,0.0,19285.17566
Punjab,31-12-2018,31980226.44,8.23,19872.98076,21527.34526,4063.61298,9995.940594,0.0,0.0,14059.55357
Punjab,31-01-2019,32011693.69,8.25,24288.14523,23917.75643,2109.056631,14271.89656,0.0,0.0,16380.95319
Punjab,28-02-2019,32041957.76,8.26,21633.14318,20884.75722,4129.272782,9967.936153,0.0,0.0,14097.20893
Punjab,31-03-2019,32109826.46,8.29,16974.32914,18322.38823,1632.874175,7885.284168,0.0,0.0,9518.158342
Punjab,30-04-2019,32154866.54,8.32,31048.11607,32728.82712,6456.535668,15010.83267,0.0,0.0,21467.36834
Punjab,31-05-2019,32226875.11,8.34,30900.62859,28588.18751,6534.036765,17967.1705,0.0,0.0,24501.20727
Punjab,30-06-2019,32296986.48,8.36,22498.32602,21967.89698,2693.2412,12940.60651,0.0,0.0,15633.84771
Punjab,31-07-2019,32345905.91,8.39,28186.78681,27091.83298,7039.728274,13288.07846,0.0,0.0,20327.80673
Punjab,31-08-2019,32398549.74,8.43,18904.75341,17633.61013,3741.188075,7787.685552,0.0,0.0,11528.87363
Punjab,30-09-2019,32446690.87,8.45,32564.71822,32276.48776,3820.658079,19279.39007,0.0,0.0,23100.04815
Punjab,31-10-2019,32526358.6,8.47,24018.77959,24049.28216,4440.216864,10915.93596,0.0,0.0,15356.15282
Punjab,30-11-2019,32570591.86,8.49,25561.72083,26041.32473,5922.200063,12028.95059,0.0,0.0,17951.15066
Punjab,31-12-2019,32646540.14,8.51,25755.76535,24897.77508,1552.915738,10694.75564,0.0,0.0,12247.67138
Punjab,31-01-2020,32726851.08,8.53,30107.34817,31823.93044,4840.78176,13948.16434,0.0,0.0,18788.9461
Punjab,29-02-2020,32783860.5,8.55,32050.24625,31093.86924,3603.053259,16561.04479,0.0,0.0,20164.09804
Punjab,31-03-2020,32846925.36,8.57,29505.19322,27594.22387,6962.410993,15989.38279,0.0,0.0,22951.79378
Punjab,30-04-2020,32924071.46,8.6,24667.16461,26143.33405,3380.992181,13908.39413,0.0,0.0,17289.38631
Punjab,31-05-2020,32986429.16,8.63,30822.87949,28129.59495,6765.031313,13465.75986,0.0,0.0,20230.79117
Punjab,30-06-2020,33064664.19,8.64,18380.3507,18979.88296,2606.134269,8800.90518,0.0,0.0,11407.03945
Punjab,31-07-2020,33142019.55,8.67,22991.58776,24855.9008,4413.941057,10874.28847,0.0,0.0,15288.22953
Punjab,31-08-2020,33181077.06,8.69,24116.57955,23878.93565,2285.264667,14030.76131,0.0,0.0,16316.02598
Punjab,30-09-2020,33234473.0,8.72,19232.07133,20740.80618,4658.774669,10959.94065,0.0,0.0,15618.71531
Punjab,31-10-2020,33286944.08,8.75,26846.72502,24453.39894,1509.324286,13061.65181,0.0,0.0,14570.97609
Punjab,30-11-2020,33319517.27,8.79,26492.85293,24807.17454,1507.345685,11805.57804,0.0,0.0,13312.92372
Punjab,31-12-2020,33353366.25,8.83,31177.97115,29400.52871,6123.883574,18295.04552,0.0,0.0,24418.92909
Punjab,31-01-2021,33430271.88,8.84,19679.07285,18729.88975,2854.374993,11466.37677,0.0,0.0,14320.75177
Punjab,28-02-2021,33479135.9,8.86,18954.6901,19277.4564,1316.315297,10038.75519,0.0,0.0,11355.07049
Punjab,31-03-2021,33538322.28,8.89,18244.59106,17241.13768,3137.792128,9726.863249,0.0,0.0,12864.65538
Punjab,30-04-2021,33583447.18,8.91,18442.41228,17297.21154,1340.274655,10813.42348,0.0,0.0,12153.69814
Punjab,31-05-2021,33661845.01,8.93,26606.38565,29102.3869,4101.645286,11851.58482,0.0,0.0,15953.2301
Punjab,30-06-2021,33699424.28,8.96,23444.88288,21331.79633,1469.92725,11006.45614,0.0,0.0,12476.38339
Punjab,31-07-2021,33767541.95,8.98,36268.61086,38280.85439,8635.901581,16216.87598,0.0,0.0,24852.77756
Punjab,31-08-2021,33829330.56,9.0,26211.86794,25831.14272,2306.713505,12225.65995,0.0,0.0,14532.37345
Punjab,30-09-2021,33879336.5,9.03,26014.3838,24380.92212,4198.787943,15184.66751,0.0,0.0,19383.45545
Punjab,31-10-2021,33914520.8,9.07,34137.73185,34273.67983,4636.809014,15504.46335,0.0,0.0,20141.27237
Punjab,30-11-2021,33959576.86,9.1,24791.02399,24834.40214,5166.528625,11760.41093,0.0,0.0,16926.93956
Punjab,31-12-2021,34038682.02,9.13,28208.18368,28394.69191,3981.415275,15209.00496,0.0,0.0,19190.42024
Punjab,31-01-2022,34098696.66,9.15,30197.75563,31300.72434,7322.749322,17624.16487,0.0,0.0,24946.9142
Punjab,28-02-2022,34140687.65,9.18,27832.60162,29152.58576,1582.553139,13416.31141,0.0,0.0,14998.86455
Punjab,31-03-2022,34184166.05,9.2,26161.25915,28722.95507,4082.548244,13117.57754,0.0,0.0,17200.12579
Punjab,30-04-2022,34214544.13,9.23,31509.83151,33243.37515,5314.987,12976.64597,0.0,0.0,18291.63297
Punjab,31-05-2022,34244808.3,9.25,26063.91154,27315.63113,5142.584661,12465.77235,0.0,0.0,17608.35701
Punjab,30-06-2022,34283024.68,9.27,33380.63227,34704.25091,4985.879979,14953.40873,0.0,0.0,19939.28871
Punjab,31-07-2022,34337678.5,9.3,31466.23988,33385.56303,4348.21386,12692.60019,0.0,0.0,17040.81405
Punjab,31-08-2022,34414014.86,9.33,22706.31354,21711.65097,3891.613512,9153.283336,0.0,0.0,13044.89685
Punjab,30-09-2022,34463716.38,9.36,37827.77245,35345.93103,9135.912198,19872.4966,0.0,0.0,29008.4088
Punjab,31-10-2022,34502194.88,9.39,37956.90172,39025.94968,2903.606646,16969.08559,0.0,0.0,19872.69224
Punjab,30-11-2022,34577349.74,9.41,37007.14634,39847.26439,2651.163494,20888.9608,0.0,0.0,23540.12429
Punjab,31-12-2022,34638013.73,9.44,37242.79085,40891.38582,7800.60103,16564.90783,0.0,0.0,24365.50886
Punjab,31-01-2023,34709630.64,9.45,34479.29445,31583.19702,6578.998692,18918.48756,0.0,0.0,25497.48626
Punjab,28-02-2023,34792384.44,9.48,35570.73063,35284.78176,3660.627325,14420.80215,0.0,0.0,18081.42948
Punjab,31-03-2023,34833059.29,9.51,27901.43625,28759.48158,3315.742136,11501.46285,0.0,0.0,14817.20499
Punjab,30-04-2023,34900956.5,9.54,38825.91373,41876.80312,4359.784783,18151.3642,0.0,0.0,22511.14899
Punjab,31-05-2023,34935737.81,9.56,35036.31251,32422.85963,3954.994896,19620.59921,0.0,0.0,23575.59411
Punjab,30-06-2023,34976168.44,9.6,39579.77077,37805.86611,5625.335642,17103.97064,0.0,0.0,22729.30628
Punjab,31-07-2023,35013132.43,9.61,29292.62685,28210.42205,6163.738124,13346.88623,0.0,0.0,19510.62436
Punjab,31-08-2023,35092180.97,9.64,25342.31483,24203.73656,5769.742649,13905.67158,0.0,0.0,19675.41423
Punjab,30-09-2023,35168673.77,9.66,21838.16856,22734.66046,4479.316573,10964.52581,0.0,0.0,15443.84238
Punjab,31-10-2023,35241002.34,9.68,37077.76702,36500.88617,7027.56714,17911.08488,0.0,0.0,24938.65202
Punjab,30-11-2023,35298550.04,9.72,32453.45303,35170.89277,4646.441327,18159.53518,0.0,0.0,22805.9765
Punjab,31-12-2023,35368415.51,9.74,25716.10439,26286.57979,2538.696803,12866.44655,0.0,0.0,15405.14336
Punjab,31-01-2024,35447384.12,9.78,29924.5849,32458.48013,2924.864906,15601.4612,0.0,0.0,18526.32611
Punjab,29-02-2024,35516950.86,9.81,33746.14313,30399.102,6308.835572,19851.62243,0.0,0.0,26160.45801
Punjab,31-03-2024,35593238.43,9.83,35054.39957,35999.24177,1759.03499,19233.91196,0.0,0.0,20992.94695
Punjab,30-04-2024,35646405.66,9.86,32829.50764,34144.39915,4494.782417,13984.78307,0.0,0.0,18479.56549
Punjab,31-05-2024,35720779.81,9.89,25929.89253,26117.41868,3548.160859,10713.27338,0.0,0.0,14261.43424
Punjab,30-06-2024,35804879.19,9.93,27268.8208,29888.3495,1966.90811,11873.64324,0.0,0.0,13840.55135
Rajasthan,31-01-2012,68654669.47,9.4,46860.81262,51025.84926,6356.72634,21182.04187,6867.771699,9263.134606,43669.67451
Rajasthan,29-02-2012,68813941.99,9.44,62952.43284,59384.65843,7671.878126,27262.53623,8950.943287,11843.84323,55729.20087
